SUA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
5000,3,11,6,128,47,29,8,0,0,240,0,5,7,35,27,54,33,25,3,184,0,8,22,103,80,66,50,13,0,341,10,48,108,789,269,357,248,115,40,1986,652,1715,1525,4018,2127,2102,1551,867,318,14883,7463,16837,12973,33447,18455,19866,15145,7115,2421,133713,7,14,33,121,37,20,4,0,0,223,13857,29966,22175,47467,26502,26956,21474,9098,2713,200216,0,0,0,34,7,3,4,0,0,44,0,0,0,18,3,9,10,7,0,41,0,6,5,90,19,9,5,3,0,132,0,6,0,32,12,5,3,0,0,52,3,24,22,198,77,97,62,19,0,498,0,0,3,68,12,6,5,0,0,105,4,11,30,262,86,36,16,4,0,448,0,0,7,17,12,20,30,23,7,114,3,3,5,20,0,0,16,8,0,57,10,138,408,2058,2297,4176,3325,2102,518,15035,0,7,10,101,31,26,12,4,0,191,0,7,40,276,44,44,24,19,3,465
5001,0,0,0,9,4,0,0,0,0,17,0,0,0,9,4,10,11,3,3,40,0,5,5,20,8,12,4,0,0,53,3,4,4,68,24,53,52,29,8,247,18,84,66,167,104,125,125,88,51,835,844,2142,1806,3797,2357,2543,2360,1475,654,17975,0,0,0,0,0,0,0,0,0,3,1676,3911,3218,5815,3253,3320,3054,1574,679,26494,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,10,14,27,15,23,10,3,6,107,0,0,0,0,0,0,0,0,0,5,0,4,0,38,13,17,4,5,0,80,0,0,0,0,0,5,0,5,0,12,0,0,0,0,0,0,4,0,0,4,0,35,59,214,271,570,594,547,214,2508,0,0,0,9,6,0,0,0,0,17,0,0,4,19,9,3,8,5,0,39
5002,0,0,6,10,0,0,0,0,0,21,0,0,0,6,0,0,0,0,0,6,0,0,0,8,3,0,0,0,0,14,0,0,13,112,20,11,8,6,0,163,59,152,105,381,149,110,47,16,10,1029,508,1154,812,2735,1024,791,380,123,31,7553,0,0,0,0,0,0,0,0,0,0,922,1994,1186,3113,1393,1021,532,155,36,10351,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,3,0,0,0,27,0,0,0,16,0,0,0,0,0,16,0,0,4,74,0,0,0,0,0,85,0,0,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,3,3,5,14,147,88,109,48,15,0,431,0,0,0,5,0,0,0,0,0,7,0,0,8,43,0,3,0,0,0,57
5003,0,4,3,43,15,7,4,0,0,81,0,0,0,12,10,17,7,10,3,64,0,7,28,78,48,40,22,4,4,237,5,42,25,192,110,91,56,36,12,563,90,171,167,453,213,213,197,162,112,1776,2203,5107,4290,9910,5149,4947,4065,2244,957,38869,0,0,0,12,3,0,0,0,0,9,4326,9455,7127,13978,6922,6433,5346,2693,920,57211,0,5,3,24,6,0,0,0,0,44,0,0,0,4,0,0,0,0,0,7,0,0,3,32,5,0,0,0,0,38,0,0,3,3,0,0,0,0,0,11,0,7,14,45,24,22,9,0,3,115,0,0,0,9,3,6,0,0,0,24,0,6,19,112,34,18,9,0,0,206,0,0,0,0,0,4,4,7,0,27,3,3,0,15,0,0,0,0,0,23,3,89,211,540,659,1052,818,600,201,4168,0,0,0,11,7,0,0,0,0,21,0,0,0,23,9,13,3,9,4,58
5004,0,0,10,18,10,3,0,0,0,35,0,0,0,9,8,9,11,4,3,46,0,0,0,17,12,16,9,0,0,57,0,19,8,102,43,59,41,23,15,311,39,135,83,279,117,146,155,123,46,1127,1030,2707,1731,4710,2849,2833,2834,1509,645,20852,0,4,9,38,7,9,0,0,0,64,1919,5043,3159,6356,3957,3655,3694,1817,669,30279,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,33,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,8,0,0,48,29,12,12,3,0,108,0,0,0,0,6,0,0,0,0,6,0,0,0,18,13,9,0,4,0,50,0,0,0,5,0,5,3,0,0,10,0,0,0,0,0,0,7,0,0,11,5,65,93,425,433,645,784,562,167,3181,0,0,0,5,3,0,0,4,0,13,0,0,3,52,13,9,9,0,4,90
5005,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,16,0,5,0,19,4,11,10,3,3,62,24,100,58,156,87,85,67,55,11,647,331,794,606,1421,777,803,670,447,168,6019,0,0,0,0,0,0,0,0,0,0,613,1367,1106,1977,1162,1126,949,583,203,9080,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,6,0,0,3,12,4,4,0,0,0,23,0,0,0,7,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,67,52,114,83,78,23,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5006,0,3,4,22,8,10,12,0,0,62,0,0,0,4,7,5,4,6,0,28,0,0,4,21,15,5,0,0,0,56,0,10,10,53,41,33,16,22,9,195,108,241,182,444,204,166,152,100,66,1654,1150,2654,2218,4798,2710,2485,1980,1088,477,19561,0,0,0,0,0,0,0,0,0,0,2079,4679,3771,6908,3791,3597,2816,1390,561,29588,0,0,0,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,6,9,0,12,5,12,6,0,4,54,0,0,0,6,0,0,3,0,0,5,0,5,0,19,19,0,3,0,0,51,0,0,0,0,0,0,0,3,0,12,4,3,0,4,0,0,0,0,0,15,0,27,69,194,258,359,260,215,79,1456,0,3,4,10,3,3,0,0,0,30,0,0,0,16,8,8,4,0,0,36
5007,0,0,0,20,5,0,4,0,0,29,0,0,0,4,4,3,0,0,0,17,0,16,11,66,24,24,3,0,0,147,7,26,18,126,39,36,16,3,6,282,71,183,150,399,151,134,77,33,23,1206,1073,2051,1688,4390,1829,1526,785,322,138,13805,0,0,0,20,0,0,0,0,0,28,1999,3332,2561,5384,2363,2022,1136,433,126,19353,0,0,0,5,0,0,0,0,0,10,0,0,0,4,0,0,6,0,0,11,0,6,6,26,9,0,0,0,0,45,0,3,4,3,0,0,0,0,0,12,0,0,0,13,4,7,5,0,0,32,0,5,0,20,7,8,3,0,0,43,4,8,11,101,15,3,7,0,0,148,0,0,0,7,5,9,10,4,0,29,0,0,0,0,0,4,4,0,0,9,0,18,24,172,104,192,86,39,6,644,0,6,8,51,10,8,4,0,0,88,0,0,4,15,0,0,0,0,0,26
5008,0,0,0,16,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,16,3,4,0,0,0,25,0,8,5,90,24,10,8,3,0,150,66,214,116,462,149,83,23,3,3,1114,697,1478,820,3202,1092,544,164,37,8,8036,0,0,0,3,0,0,0,0,0,8,1301,2360,1289,3789,1378,680,200,35,4,11038,0,5,5,10,5,0,0,0,0,15,0,0,0,4,3,0,0,0,0,6,0,0,0,4,0,5,0,0,0,7,0,0,0,10,0,0,0,0,0,17,0,0,0,22,3,5,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,4,36,8,3,0,0,0,54,0,0,0,0,0,3,0,0,0,6,0,3,0,3,0,0,0,0,0,7,0,16,20,185,81,106,23,11,0,434,0,0,7,6,5,0,3,0,0,18,0,0,6,22,5,0,0,0,0,34
5009,36,276,683,3737,2051,1572,1020,271,136,9787,6,88,202,641,481,577,447,264,108,2823,18,149,660,2061,1127,894,443,126,30,5516,243,2320,3840,17152,6143,5077,3714,2097,859,41446,1954,4430,4697,12961,4838,4275,3995,3462,2662,43272,62540,131156,124559,307912,137390,121867,98515,54641,24953,1063528,29,295,780,2945,704,395,171,51,9,5383,120901,223531,175507,314953,138583,115056,92356,46330,18138,1245356,21,215,225,1534,392,139,118,19,4,2677,7,16,47,1037,462,697,403,169,45,2883,28,188,217,3186,392,166,76,35,7,4290,12,80,93,527,283,201,147,30,11,1391,73,331,443,1959,938,807,473,180,59,5253,15,57,96,649,339,305,234,105,26,1820,99,1203,2891,12571,4370,3302,1917,569,289,27218,0,26,36,682,407,777,1160,799,391,4284,15,245,293,640,231,269,348,246,97,2378,390,5525,11792,32055,29137,36609,27105,19069,6588,168274,3,29,80,385,208,201,109,42,11,1066,23,137,224,1863,507,381,251,129,54,3564
